pair1,pair2,list,subject,trial_study,trial_test,tType_study,tType_test,gonogo_answer
97,151,3,85,25,33,Not Studied,Binocular,go
111,125,3,85,34,27,CFS,Not Studied,go
163,161,3,85,31,36,Binocular,Not Studied,go
78,98,3,85,29,29,Binocular,Binocular,go
52,26,3,85,26,26,CFS,Binocular,nogo
11,103,3,85,28,28,Not Studied,CFS,go
133,192,4,85,46,45,Not Studied,Binocular,go
157,33,4,85,45,44,Binocular,CFS,go
59,79,4,85,47,47,Not Studied,CFS,go
154,176,4,85,43,37,CFS,Not Studied,nogo
89,72,4,85,37,46,Binocular,Binocular,go
119,7,4,85,48,39,CFS,Not Studied,go
125,111,4,85,39,48,Not Studied,Not Studied,go
139,14,4,85,40,42,CFS,CFS,nogo
64,107,4,85,38,41,Binocular,Binocular,go
43,44,4,85,42,38,Binocular,Binocular,nogo
26,52,4,85,44,43,CFS,Not Studied,go
62,123,4,85,41,40,Not Studied,CFS,go
185,183,5,85,57,58,Not Studied,Binocular,go
72,89,5,85,56,50,Binocular,Binocular,nogo
170,172,5,85,52,49,Not Studied,Not Studied,nogo
151,97,5,85,60,57,CFS,Binocular,go
124,100,5,85,58,51,Binocular,Not Studied,go
20,71,5,85,55,52,CFS,CFS,go
71,20,5,85,49,60,Not Studied,Not Studied,go
86,29,5,85,53,55,CFS,Not Studied,go
98,78,5,85,59,59,Binocular,CFS,go
159,162,5,85,50,56,Binocular,CFS,go
144,140,5,85,51,54,CFS,CFS,nogo
181,184,5,85,54,53,Not Studied,Binocular,go
13,16,6,85,70,72,Not Studied,Not Studied,go
103,11,6,85,65,64,Binocular,CFS,go
129,166,6,85,66,66,Not Studied,CFS,nogo
140,144,6,85,72,71,CFS,CFS,go
150,156,6,85,63,68,Binocular,CFS,go
128,143,6,85,62,69,CFS,Binocular,go
90,57,6,85,67,67,Not Studied,Not Studied,go
162,159,6,85,68,65,CFS,Binocular,go
123,62,6,85,61,62,Binocular,Binocular,nogo
7,119,6,85,69,70,Binocular,Binocular,go
73,68,6,85,71,63,CFS,Not Studied,go
165,45,6,85,64,61,Not Studied,Not Studied,nogo
80,50,7,85,84,83,Not Studied,CFS,go
44,43,7,85,74,84,Binocular,Not Studied,go
31,47,7,85,81,76,Not Studied,CFS,go
37,112,7,85,76,82,CFS,Binocular,go
79,59,7,85,82,74,Binocular,Binocular,nogo
166,129,7,85,77,75,CFS,Not Studied,go
58,74,7,85,75,80,Not Studied,CFS,go
99,56,7,85,73,77,CFS,Binocular,go
47,31,7,85,83,79,Binocular,Not Studied,go
74,58,7,85,79,73,Binocular,Not Studied,nogo
40,88,7,85,80,78,CFS,CFS,nogo
167,126,7,85,78,81,Not Studied,Binocular,go
96,81,8,85,89,90,Not Studied,CFS,nogo
137,28,8,85,91,93,Binocular,Binocular,go
76,113,8,85,94,96,Not Studied,Not Studied,go
135,117,8,85,87,88,CFS,CFS,go
39,18,8,85,93,94,Binocular,Binocular,go
66,95,8,85,85,89,CFS,Binocular,go
145,15,8,85,95,87,Not Studied,Not Studied,go
29,86,8,85,90,92,CFS,CFS,go
156,150,8,85,92,85,Binocular,Not Studied,nogo
68,73,8,85,96,91,Binocular,Not Studied,go
23,53,8,85,86,95,CFS,CFS,go
115,118,8,85,88,86,Not Studied,Binocular,nogo
2,187,9,85,100,98,Not Studied,Binocular,nogo
57,90,9,85,104,102,Binocular,CFS,nogo
179,177,9,85,106,105,Not Studied,Binocular,go
126,167,9,85,107,100,CFS,CFS,go
112,37,9,85,97,99,Binocular,Not Studied,go
33,157,9,85,102,97,CFS,Not Studied,nogo
100,124,9,85,99,108,Not Studied,Not Studied,go
3,6,9,85,103,107,CFS,CFS,go
176,154,9,85,101,103,Binocular,Not Studied,go
6,3,9,85,108,106,Binocular,Binocular,go
28,137,9,85,98,101,CFS,Binocular,go
131,174,9,85,105,104,Not Studied,CFS,go
118,115,10,85,119,117,Not Studied,Binocular,go
34,4,10,85,110,114,Binocular,CFS,nogo
146,147,10,85,114,115,Not Studied,Not Studied,go
60,191,10,85,113,118,CFS,Binocular,go
19,189,10,85,116,111,Binocular,Not Studied,go
14,139,10,85,118,112,CFS,CFS,go
102,110,10,85,109,119,Not Studied,CFS,go
30,69,10,85,115,120,CFS,Not Studied,go
88,40,10,85,112,116,Binocular,CFS,go
15,145,10,85,120,109,Binocular,Not Studied,nogo
18,39,10,85,111,113,CFS,Binocular,go
183,185,10,85,117,110,Not Studied,Binocular,nogo
153,8,1,86,6,6,Binocular,Not Studied,go
50,80,1,86,1,1,CFS,Binocular,go
61,121,1,86,7,2,Binocular,CFS,go
32,122,1,86,4,9,Not Studied,CFS,go
53,23,1,86,2,11,CFS,Not Studied,go
143,128,1,86,10,3,Not Studied,Binocular,go
141,155,1,86,5,7,Binocular,Binocular,go
184,181,1,86,12,4,Not Studied,Not Studied,go
172,170,1,86,8,12,CFS,Binocular,nogo
56,99,1,86,11,8,CFS,Not Studied,nogo
8,153,1,86,3,5,Not Studied,CFS,go
85,25,1,86,9,10,Binocular,CFS,nogo
4,34,2,86,14,20,Binocular,Not Studied,nogo
147,146,2,86,24,16,CFS,Not Studied,go
107,64,2,86,13,13,Binocular,Binocular,go
25,85,2,86,17,21,Not Studied,CFS,go
110,102,2,86,23,18,CFS,Not Studied,go
177,179,2,86,22,23,Not Studied,Not Studied,go
16,13,2,86,21,14,Binocular,CFS,go
155,141,2,86,16,19,Not Studied,Binocular,go
81,96,2,86,19,22,CFS,CFS,nogo
161,163,2,86,18,17,CFS,CFS,go
45,165,2,86,15,15,Not Studied,Binocular,go
69,30,2,86,20,24,Binocular,Binocular,nogo
121,61,3,86,29,34,Binocular,CFS,nogo
95,66,3,86,27,26,CFS,CFS,go
174,131,3,86,33,33,Binocular,CFS,go
117,135,3,86,25,35,Not Studied,Not Studied,go
122,32,3,86,32,27,CFS,Binocular,go
113,76,3,86,28,32,Not Studied,Not Studied,nogo
97,151,3,86,36,29,Binocular,CFS,go
111,125,3,86,35,36,Not Studied,Binocular,nogo
163,161,3,86,30,30,CFS,Not Studied,go
78,98,3,86,26,28,CFS,Not Studied,go
52,26,3,86,34,25,Not Studied,Binocular,go
11,103,3,86,31,31,Binocular,Binocular,go
133,192,4,86,48,42,Binocular,Not Studied,go
157,33,4,86,43,45,CFS,CFS,go
59,79,4,86,47,44,Binocular,Not Studied,nogo
154,176,4,86,42,39,Not Studied,Binocular,go
89,72,4,86,46,41,CFS,CFS,go
119,7,4,86,40,37,Not Studied,Binocular,go
125,111,4,86,37,46,Binocular,CFS,nogo
139,14,4,86,44,48,Not Studied,Binocular,nogo
64,107,4,86,45,43,CFS,Binocular,go
43,44,4,86,38,47,CFS,Not Studied,go
26,52,4,86,39,40,Not Studied,Not Studied,go
62,123,4,86,41,38,Binocular,CFS,go
185,183,5,86,51,60,Binocular,Binocular,nogo
72,89,5,86,54,58,CFS,CFS,nogo
170,172,5,86,52,51,Binocular,Binocular,go
151,97,5,86,53,53,Not Studied,CFS,go
124,100,5,86,57,56,CFS,Not Studied,nogo
20,71,5,86,49,59,Not Studied,Not Studied,go
71,20,5,86,60,49,Binocular,Binocular,go
86,29,5,86,50,55,Not Studied,Binocular,go
98,78,5,86,55,52,CFS,Not Studied,go
159,162,5,86,58,50,CFS,CFS,go
144,140,5,86,56,57,Not Studied,CFS,go
181,184,5,86,59,54,Binocular,Not Studied,go
13,16,6,86,64,68,Binocular,Not Studied,nogo
103,11,6,86,63,67,CFS,Binocular,go
129,166,6,86,68,64,Binocular,Not Studied,go
140,144,6,86,62,61,Not Studied,Binocular,go
150,156,6,86,70,72,CFS,Binocular,nogo
128,143,6,86,72,70,Not Studied,CFS,nogo
90,57,6,86,71,63,Binocular,Binocular,go
162,159,6,86,65,66,Not Studied,Not Studied,go
123,62,6,86,67,65,CFS,CFS,go
7,119,6,86,66,62,CFS,CFS,go
73,68,6,86,69,69,Not Studied,CFS,go
165,45,6,86,61,71,Binocular,Not Studied,go
80,50,7,86,84,76,Binocular,Not Studied,go
44,43,7,86,76,77,CFS,CFS,go
31,47,7,86,73,84,Binocular,Binocular,nogo
37,112,7,86,82,78,Not Studied,Not Studied,go
79,59,7,86,83,82,CFS,CFS,nogo
166,129,7,86,77,75,Not Studied,Binocular,go
58,74,7,86,74,81,Binocular,CFS,go
99,56,7,86,81,74,Not Studied,CFS,go
47,31,7,86,75,83,CFS,Not Studied,go
74,58,7,86,79,79,CFS,Binocular,go
40,88,7,86,78,80,Not Studied,Not Studied,nogo
167,126,7,86,80,73,Binocular,Binocular,go
96,81,8,86,94,89,Binocular,CFS,go
137,28,8,86,85,93,CFS,CFS,go
76,113,8,86,92,87,Binocular,Binocular,go
135,117,8,86,88,92,Not Studied,Not Studied,nogo
39,18,8,86,91,86,CFS,CFS,go
66,95,8,86,87,95,Not Studied,Not Studied,go
145,15,8,86,96,94,Binocular,CFS,nogo
29,86,8,86,86,88,Not Studied,Not Studied,go
156,150,8,86,93,90,CFS,Not Studied,go
68,73,8,86,95,85,CFS,Binocular,go
23,53,8,86,89,91,Not Studied,Binocular,go
115,118,8,86,90,96,Binocular,Binocular,nogo
2,187,9,86,106,99,Binocular,Binocular,go
57,90,9,86,102,104,CFS,Not Studied,nogo
179,177,9,86,101,107,Binocular,Not Studied,go
126,167,9,86,103,108,Not Studied,Binocular,nogo
112,37,9,86,108,103,CFS,Binocular,go
33,157,9,86,98,100,Not Studied,Not Studied,go
100,124,9,86,107,97,Binocular,Binocular,go
3,6,9,86,100,102,Not Studied,Not Studied,go
176,154,9,86,99,98,CFS,CFS,go
6,3,9,86,97,106,CFS,CFS,nogo
28,137,9,86,105,101,Not Studied,CFS,go
131,174,9,86,104,105,Binocular,CFS,go
118,115,10,86,111,120,Binocular,Binocular,nogo
34,4,10,86,114,116,CFS,Not Studied,nogo
146,147,10,86,118,115,Binocular,Binocular,go
60,191,10,86,113,111,Not Studied,Binocular,go
19,189,10,86,109,119,CFS,Not Studied,go
14,139,10,86,110,118,Not Studied,CFS,nogo
102,110,10,86,117,109,Binocular,Binocular,go
30,69,10,86,112,112,Not Studied,Not Studied,go
88,40,10,86,120,110,CFS,CFS,go
15,145,10,86,116,117,CFS,CFS,go
18,39,10,86,119,114,Not Studied,Not Studied,go
183,185,10,86,115,113,Binocular,CFS,go
153,8,1,87,9,9,CFS,Not Studied,nogo
50,80,1,87,4,11,Not Studied,Binocular,go
61,121,1,87,8,1,CFS,CFS,go
32,122,1,87,1,7,Binocular,CFS,go
53,23,1,87,5,5,Not Studied,Not Studied,go
143,128,1,87,2,8,Binocular,Binocular,go
141,155,1,87,10,12,CFS,CFS,go
184,181,1,87,6,3,Binocular,CFS,nogo
172,170,1,87,7,2,Not Studied,Not Studied,go
56,99,1,87,12,10,Not Studied,Not Studied,go
8,153,1,87,11,6,Binocular,Binocular,go
85,25,1,87,3,4,CFS,Binocular,nogo
4,34,2,87,20,17,CFS,Not Studied,go
147,146,2,87,23,22,Not Studied,Not Studied,go
107,64,2,87,18,16,CFS,Binocular,nogo
25,85,2,87,16,21,Binocular,Not Studied,nogo
110,102,2,87,21,20,Not Studied,Binocular,go
177,179,2,87,15,18,Binocular,Binocular,go
16,13,2,87,14,24,CFS,CFS,go
155,141,2,87,17,15,Binocular,CFS,nogo
81,96,2,87,13,13,Not Studied,CFS,go
161,163,2,87,24,23,Not Studied,Binocular,go
45,165,2,87,22,14,Binocular,Not Studied,go
69,30,2,87,19,19,CFS,CFS,go
121,61,3,87,31,26,CFS,Not Studied,go
95,66,3,87,28,29,Not Studied,Not Studied,go
174,131,3,87,30,30,CFS,Binocular,go
117,135,3,87,26,31,Binocular,CFS,go
122,32,3,87,32,27,Not Studied,CFS,nogo
113,76,3,87,25,25,Binocular,CFS,go
97,151,3,87,27,35,CFS,Binocular,go
111,125,3,87,34,32,Binocular,Binocular,go
163,161,3,87,29,28,Not Studied,Binocular,nogo
78,98,3,87,35,36,Not Studied,CFS,go
52,26,3,87,33,33,Binocular,Not Studied,nogo
11,103,3,87,36,34,CFS,Not Studied,go
133,192,4,87,47,41,CFS,Not Studied,go
157,33,4,87,38,46,Not Studied,Not Studied,go
59,79,4,87,46,45,CFS,Not Studied,nogo
154,176,4,87,48,39,Binocular,CFS,nogo
89,72,4,87,44,37,Not Studied,CFS,go
119,7,4,87,40,38,Binocular,Not Studied,go
125,111,4,87,37,43,CFS,CFS,go
139,14,4,87,42,47,Binocular,Binocular,go
64,107,4,87,41,42,Not Studied,Binocular,go
43,44,4,87,39,44,Not Studied,Binocular,go
26,52,4,87,43,48,Binocular,CFS,go
62,123,4,87,45,40,CFS,Binocular,nogo
185,183,5,87,58,51,CFS,CFS,nogo
72,89,5,87,54,56,Not Studied,Binocular,go
170,172,5,87,57,55,CFS,CFS,go
151,97,5,87,51,54,Binocular,Binocular,go
124,100,5,87,56,53,Not Studied,Not Studied,go
20,71,5,87,53,57,Binocular,Not Studied,nogo
71,20,5,87,55,60,CFS,CFS,go
86,29,5,87,59,49,Binocular,CFS,go
98,78,5,87,50,52,Not Studied,Binocular,nogo
159,162,5,87,49,50,Not Studied,Not Studied,go
144,140,5,87,60,59,Binocular,Binocular,go
181,184,5,87,52,58,CFS,Not Studied,go
13,16,6,87,61,62,CFS,Not Studied,go
103,11,6,87,63,65,Not Studied,Not Studied,go
129,166,6,87,70,68,CFS,Binocular,go
140,144,6,87,69,71,Binocular,Binocular,go
150,156,6,87,71,61,Not Studied,CFS,go
128,143,6,87,62,69,Binocular,Not Studied,nogo
90,57,6,87,64,64,CFS,Binocular,nogo
162,159,6,87,65,72,Binocular,CFS,go
123,62,6,87,67,66,Not Studied,Binocular,go
7,119,6,87,72,63,Not Studied,CFS,nogo
73,68,6,87,66,67,Binocular,CFS,go
165,45,6,87,68,70,CFS,Not Studied,go
80,50,7,87,84,84,CFS,CFS,go
44,43,7,87,83,76,Not Studied,Binocular,nogo
31,47,7,87,78,75,CFS,CFS,nogo
37,112,7,87,77,79,Binocular,CFS,go
79,59,7,87,82,83,Not Studied,Binocular,go
166,129,7,87,79,73,Binocular,CFS,go
58,74,7,87,74,78,CFS,Binocular,go
99,56,7,87,73,81,Binocular,Not Studied,nogo
47,31,7,87,75,77,Not Studied,Not Studied,go
74,58,7,87,80,74,Not Studied,Not Studied,go
40,88,7,87,76,80,Binocular,Binocular,go
167,126,7,87,81,82,CFS,Not Studied,go
96,81,8,87,95,96,CFS,CFS,go
137,28,8,87,86,92,Not Studied,Binocular,go
76,113,8,87,88,88,CFS,Binocular,nogo
135,117,8,87,96,94,Binocular,Not Studied,go
39,18,8,87,85,89,Not Studied,Not Studied,go
66,95,8,87,87,86,Binocular,Not Studied,go
145,15,8,87,94,95,CFS,Binocular,go
29,86,8,87,92,87,Binocular,CFS,nogo
156,150,8,87,89,93,Not Studied,Not Studied,nogo
68,73,8,87,93,85,Not Studied,CFS,go
23,53,8,87,90,90,Binocular,Binocular,go
115,118,8,87,91,91,CFS,CFS,go
2,187,9,87,105,108,CFS,CFS,go
57,90,9,87,99,97,Not Studied,CFS,go
179,177,9,87,107,104,CFS,Binocular,go
126,167,9,87,97,99,Binocular,CFS,nogo
112,37,9,87,100,105,Not Studied,Not Studied,nogo
33,157,9,87,98,103,Binocular,CFS,go
100,124,9,87,106,101,CFS,Not Studied,go
3,6,9,87,101,107,Binocular,Binocular,go
176,154,9,87,103,102,Not Studied,Binocular,go
6,3,9,87,108,106,Not Studied,Not Studied,go
28,137,9,87,104,100,Binocular,Binocular,nogo
131,174,9,87,102,98,CFS,Not Studied,go
118,115,10,87,112,114,CFS,Binocular,go
34,4,10,87,120,111,Not Studied,CFS,nogo
146,147,10,87,119,113,CFS,Not Studied,go
60,191,10,87,109,119,Binocular,Binocular,go
19,189,10,87,114,109,Not Studied,CFS,go
14,139,10,87,118,112,Binocular,Binocular,nogo
102,110,10,87,113,120,CFS,CFS,go
30,69,10,87,117,115,Binocular,CFS,go
88,40,10,87,110,116,Not Studied,Binocular,go
15,145,10,87,116,118,Not Studied,Not Studied,go
18,39,10,87,115,110,Binocular,Not Studied,go
183,185,10,87,111,117,CFS,Not Studied,nogo
153,8,1,88,2,2,Not Studied,Binocular,go
50,80,1,88,1,7,Binocular,Not Studied,nogo
61,121,1,88,5,6,Not Studied,CFS,go
32,122,1,88,6,9,CFS,Binocular,go
53,23,1,88,11,1,Binocular,Not Studied,go
143,128,1,88,3,8,CFS,CFS,go
141,155,1,88,9,10,Not Studied,Binocular,go
184,181,1,88,12,4,CFS,CFS,go
172,170,1,88,10,3,Binocular,Not Studied,go
56,99,1,88,4,11,Binocular,CFS,nogo
8,153,1,88,7,12,CFS,Not Studied,go
85,25,1,88,8,5,Not Studied,Binocular,nogo
4,34,2,88,16,14,Not Studied,Binocular,go
147,146,2,88,20,15,Binocular,Not Studied,go
107,64,2,88,21,17,Not Studied,Binocular,nogo
25,85,2,88,13,21,CFS,Binocular,go
110,102,2,88,15,16,Binocular,CFS,go
177,179,2,88,24,18,CFS,CFS,go
16,13,2,88,17,24,Not Studied,Not Studied,go
155,141,2,88,23,23,CFS,CFS,nogo
81,96,2,88,22,19,Binocular,Not Studied,nogo
161,163,2,88,18,20,Binocular,CFS,go
45,165,2,88,14,13,CFS,Not Studied,go
69,30,2,88,19,22,Not Studied,Binocular,go
121,61,3,88,29,35,Not Studied,CFS,nogo
95,66,3,88,36,27,Binocular,Not Studied,go
174,131,3,88,25,30,Not Studied,CFS,go
117,135,3,88,32,36,CFS,Not Studied,go
122,32,3,88,28,28,Binocular,CFS,go
113,76,3,88,33,34,CFS,Binocular,go
97,151,3,88,31,32,Not Studied,CFS,go
111,125,3,88,34,29,CFS,Binocular,nogo
163,161,3,88,30,31,Binocular,Not Studied,nogo
78,98,3,88,26,33,Binocular,Binocular,go
52,26,3,88,35,25,CFS,Not Studied,go
11,103,3,88,27,26,Not Studied,Binocular,go
133,192,4,88,41,44,Not Studied,CFS,go
157,33,4,88,45,42,Binocular,CFS,go
59,79,4,88,44,47,Not Studied,CFS,nogo
154,176,4,88,43,40,CFS,CFS,go
89,72,4,88,47,38,Binocular,Binocular,go
119,7,4,88,46,37,CFS,Not Studied,go
125,111,4,88,38,43,Not Studied,Not Studied,nogo
139,14,4,88,39,45,CFS,Binocular,go
64,107,4,88,48,41,Binocular,Binocular,nogo
43,44,4,88,40,48,Binocular,Not Studied,go
26,52,4,88,42,46,CFS,Binocular,go
62,123,4,88,37,39,Not Studied,Not Studied,go
185,183,5,88,52,55,Not Studied,Not Studied,nogo
72,89,5,88,49,58,Binocular,Binocular,go
170,172,5,88,54,52,Not Studied,CFS,go
151,97,5,88,58,59,CFS,CFS,nogo
124,100,5,88,56,56,Binocular,CFS,go
20,71,5,88,53,53,CFS,Binocular,nogo
71,20,5,88,51,54,Not Studied,CFS,go
86,29,5,88,55,51,CFS,Not Studied,go
98,78,5,88,60,49,Binocular,Not Studied,go
159,162,5,88,57,50,Binocular,Binocular,go
144,140,5,88,50,60,CFS,Not Studied,go
181,184,5,88,59,57,Not Studied,Binocular,go
13,16,6,88,66,70,Not Studied,Binocular,go
103,11,6,88,68,72,Binocular,Not Studied,go
129,166,6,88,69,69,Not Studied,Binocular,go
140,144,6,88,72,61,CFS,Not Studied,go
150,156,6,88,62,64,Binocular,CFS,go
128,143,6,88,64,62,CFS,Binocular,go
90,57,6,88,70,67,Not Studied,Not Studied,nogo
162,159,6,88,65,65,CFS,Binocular,nogo
123,62,6,88,71,68,Binocular,CFS,go
7,119,6,88,63,66,Binocular,CFS,go
73,68,6,88,61,63,CFS,Not Studied,go
165,45,6,88,67,71,Not Studied,CFS,nogo
80,50,7,88,78,83,Not Studied,CFS,nogo
44,43,7,88,74,75,Binocular,Not Studied,go
31,47,7,88,79,84,Not Studied,Not Studied,go
37,112,7,88,81,81,CFS,Binocular,go
79,59,7,88,76,80,Binocular,CFS,go
166,129,7,88,73,73,CFS,Not Studied,go
58,74,7,88,77,79,Not Studied,Not Studied,nogo
99,56,7,88,84,76,CFS,CFS,go
47,31,7,88,80,82,Binocular,Binocular,go
74,58,7,88,82,74,Binocular,Binocular,go
40,88,7,88,83,77,CFS,Binocular,nogo
167,126,7,88,75,78,Not Studied,CFS,go
96,81,8,88,88,92,Not Studied,CFS,go
137,28,8,88,94,91,Binocular,Not Studied,nogo
76,113,8,88,96,90,Not Studied,CFS,go
135,117,8,88,95,87,CFS,Not Studied,go
39,18,8,88,93,88,Binocular,CFS,go
66,95,8,88,90,96,CFS,Not Studied,go
145,15,8,88,89,86,Not Studied,Binocular,go
29,86,8,88,92,93,CFS,Binocular,go
156,150,8,88,86,89,Binocular,Binocular,nogo
68,73,8,88,85,85,Binocular,Not Studied,go
23,53,8,88,91,94,CFS,Binocular,go
115,118,8,88,87,95,Not Studied,CFS,nogo
2,187,9,88,108,100,Not Studied,CFS,go
57,90,9,88,97,104,Binocular,CFS,go
179,177,9,88,107,107,Not Studied,CFS,nogo
126,167,9,88,106,101,CFS,Binocular,nogo
112,37,9,88,101,98,Binocular,Binocular,go
33,157,9,88,102,102,CFS,CFS,go
100,124,9,88,100,105,Not Studied,Binocular,go
3,6,9,88,98,99,CFS,Not Studied,go
176,154,9,88,103,97,Binocular,Not Studied,go
6,3,9,88,105,108,Binocular,Not Studied,go
28,137,9,88,99,103,CFS,Not Studied,nogo
131,174,9,88,104,106,Not Studied,Binocular,go
118,115,10,88,110,114,Not Studied,CFS,go
34,4,10,88,111,109,Binocular,Not Studied,go
146,147,10,88,113,120,Not Studied,Not Studied,go
60,191,10,88,109,115,CFS,Not Studied,nogo
19,189,10,88,120,113,Binocular,Binocular,nogo
14,139,10,88,114,110,CFS,Binocular,go
102,110,10,88,116,118,Not Studied,Binocular,go
30,69,10,88,117,111,CFS,Not Studied,go
88,40,10,88,115,112,Binocular,CFS,go
15,145,10,88,118,116,Binocular,CFS,go
18,39,10,88,119,119,CFS,CFS,nogo
183,185,10,88,112,117,Not Studied,Binocular,go
153,8,1,89,5,2,Binocular,CFS,nogo
50,80,1,89,11,9,CFS,CFS,go
61,121,1,89,4,12,Binocular,Binocular,go
32,122,1,89,10,11,Not Studied,Not Studied,go
53,23,1,89,12,7,CFS,Binocular,go
143,128,1,89,3,1,Not Studied,Binocular,nogo
141,155,1,89,7,5,Binocular,CFS,go
184,181,1,89,8,3,Not Studied,Binocular,go
172,170,1,89,1,6,CFS,Not Studied,nogo
56,99,1,89,9,10,CFS,CFS,go
8,153,1,89,2,8,Not Studied,Not Studied,go
85,25,1,89,6,4,Binocular,Not Studied,go
4,34,2,89,13,14,Binocular,CFS,nogo
147,146,2,89,14,22,CFS,CFS,go
107,64,2,89,24,21,Binocular,CFS,go
25,85,2,89,16,15,Not Studied,Binocular,go
110,102,2,89,23,20,CFS,Not Studied,go
177,179,2,89,15,16,Not Studied,Not Studied,go
16,13,2,89,19,24,Binocular,Binocular,go
155,141,2,89,20,23,Not Studied,Not Studied,go
81,96,2,89,22,18,CFS,Not Studied,nogo
161,163,2,89,21,13,CFS,Binocular,nogo
45,165,2,89,17,19,Not Studied,Binocular,go
69,30,2,89,18,17,Binocular,CFS,go
121,61,3,89,35,32,Binocular,Not Studied,go
95,66,3,89,28,36,CFS,Binocular,go
174,131,3,89,30,29,Binocular,CFS,go
117,135,3,89,29,35,Not Studied,Not Studied,go
122,32,3,89,27,30,CFS,Not Studied,nogo
113,76,3,89,33,33,Not Studied,CFS,go
97,151,3,89,36,27,Binocular,Binocular,go
111,125,3,89,32,28,Not Studied,Not Studied,go
163,161,3,89,31,25,CFS,Binocular,nogo
78,98,3,89,26,31,CFS,Binocular,go
52,26,3,89,25,26,Not Studied,CFS,nogo
11,103,3,89,34,34,Binocular,CFS,go
133,192,4,89,44,43,Binocular,Binocular,go
157,33,4,89,47,44,CFS,Not Studied,go
59,79,4,89,48,38,Binocular,CFS,nogo
154,176,4,89,39,42,Not Studied,Not Studied,nogo
89,72,4,89,40,46,CFS,CFS,go
119,7,4,89,43,47,Not Studied,Not Studied,go
125,111,4,89,46,48,Binocular,Binocular,go
139,14,4,89,42,41,Not Studied,CFS,go
64,107,4,89,45,40,CFS,Not Studied,go
43,44,4,89,38,45,CFS,CFS,go
26,52,4,89,37,37,Not Studied,Binocular,nogo
62,123,4,89,41,39,Binocular,Binocular,go
185,183,5,89,53,54,Binocular,Not Studied,nogo
72,89,5,89,50,52,CFS,Not Studied,go
170,172,5,89,58,51,Binocular,Binocular,go
151,97,5,89,59,55,Not Studied,Binocular,go
124,100,5,89,56,56,CFS,Not Studied,go
20,71,5,89,51,53,Not Studied,CFS,go
71,20,5,89,57,57,Binocular,CFS,go
86,29,5,89,49,60,Not Studied,Binocular,go
98,78,5,89,55,50,CFS,CFS,nogo
159,162,5,89,60,58,CFS,CFS,go
144,140,5,89,54,59,Not Studied,Not Studied,go
181,184,5,89,52,49,Binocular,Binocular,nogo
13,16,6,89,66,68,Binocular,Not Studied,go
103,11,6,89,72,63,CFS,Binocular,go
129,166,6,89,68,65,Binocular,CFS,go
140,144,6,89,69,62,Not Studied,CFS,nogo
150,156,6,89,67,64,CFS,Not Studied,go
128,143,6,89,64,66,Not Studied,Not Studied,nogo
90,57,6,89,61,67,Binocular,Binocular,go
162,159,6,89,71,61,Not Studied,Binocular,nogo
123,62,6,89,70,70,CFS,CFS,go
7,119,6,89,63,72,CFS,Binocular,go
73,68,6,89,65,69,Not Studied,CFS,go
165,45,6,89,62,71,Binocular,Not Studied,go
80,50,7,89,84,83,Binocular,Not Studied,go
44,43,7,89,73,73,CFS,Binocular,nogo
31,47,7,89,74,82,Binocular,CFS,go
37,112,7,89,82,84,Not Studied,Binocular,go
79,59,7,89,79,78,CFS,Not Studied,nogo
166,129,7,89,76,75,Not Studied,Binocular,go
58,74,7,89,77,74,Binocular,CFS,nogo
99,56,7,89,75,81,Not Studied,CFS,go
47,31,7,89,78,80,CFS,Not Studied,go
74,58,7,89,83,76,CFS,Not Studied,go
40,88,7,89,81,79,Not Studied,Binocular,go
167,126,7,89,80,77,Binocular,CFS,go
96,81,8,89,87,85,Binocular,Binocular,nogo
137,28,8,89,92,91,CFS,Binocular,go
76,113,8,89,89,88,Binocular,Not Studied,go
135,117,8,89,93,89,Not Studied,CFS,go
39,18,8,89,95,86,CFS,CFS,nogo
66,95,8,89,86,90,Not Studied,Not Studied,nogo
145,15,8,89,94,93,Binocular,CFS,go
29,86,8,89,88,94,Not Studied,CFS,go
156,150,8,89,96,92,CFS,Not Studied,go
68,73,8,89,91,96,CFS,Binocular,go
23,53,8,89,85,95,Not Studied,Not Studied,go
115,118,8,89,90,87,Binocular,Binocular,go
2,187,9,89,97,97,Binocular,Binocular,nogo
57,90,9,89,108,100,CFS,Not Studied,go
179,177,9,89,100,106,Binocular,CFS,go
126,167,9,89,105,107,Not Studied,Not Studied,go
112,37,9,89,103,101,CFS,CFS,go
33,157,9,89,101,108,Not Studied,Binocular,go
100,124,9,89,99,105,Binocular,CFS,go
3,6,9,89,106,102,Not Studied,Not Studied,nogo
176,154,9,89,98,103,CFS,Binocular,go
6,3,9,89,104,98,CFS,CFS,nogo
28,137,9,89,107,99,Not Studied,Binocular,go
131,174,9,89,102,104,Binocular,Not Studied,go
118,115,10,89,120,109,Binocular,Binocular,nogo
34,4,10,89,112,114,CFS,Not Studied,nogo
146,147,10,89,116,113,Binocular,CFS,go
60,191,10,89,113,118,Not Studied,CFS,go
19,189,10,89,115,115,CFS,Binocular,go
14,139,10,89,110,111,Not Studied,Binocular,go
102,110,10,89,119,110,Binocular,CFS,nogo
30,69,10,89,118,112,Not Studied,Not Studied,go
88,40,10,89,114,117,CFS,CFS,go
15,145,10,89,111,119,CFS,Not Studied,go
18,39,10,89,109,120,Not Studied,Binocular,go
